store_id,product_id,customer_id,quantity,price,discount,sale_date,total_amount
S001,P0032,247,3,8.94,0.05,2025-03-12,26.77
S001,P0010,162,2,77.73,0.05,2025-03-14,155.41
S003,P0050,194,5,14.02,0.05,2025-03-11,70.05
S001,P0050,130,5,48.95,0.0,2025-03-10,244.75
S002,P0042,169,4,7.17,0.1,2025-03-12,28.58
S002,P0033,250,2,15.93,0.2,2025-03-11,31.66
S001,P0031,226,4,87.73,0.05,2025-03-10,350.87
S001,P0015,105,2,58.02,0.2,2025-03-08,115.84
S004,P0003,209,2,89.78,0.05,2025-03-14,179.51
S005,P0013,187,3,75.05,0.05,2025-03-12,225.09999999999997
S001,P0036,231,2,67.28,0.0,2025-03-10,134.56
S002,P0024,250,1,17.83,0.05,2025-03-11,17.779999999999998
S003,P0034,173,4,33.48,0.0,2025-03-08,133.92
S004,P0021,149,1,48.15,0.05,2025-03-11,48.1
S005,P0018,106,1,84.89,0.0,2025-03-11,84.89
S001,P0044,131,4,7.92,0.2,2025-03-12,31.48
S001,P0018,208,4,66.49,0.0,2025-03-14,265.96
S005,P0038,166,4,72.74,0.2,2025-03-11,290.76
S001,P0036,204,4,95.28,0.05,2025-03-08,381.07
S005,P0039,178,4,1810.103858156451,0.2,2025-03-14,7240.215432625804
S001,P0036,127,1,28.36,0.0,2025-03-12,28.36
S002,P0044,119,3,77.09,0.05,2025-03-08,231.22
S001,P0016,243,4,52.59,0.0,2025-03-10,210.36
S003,P0016,128,4,52.32,0.1,2025-03-10,209.18
S005,P0042,242,2,99.7,0.0,2025-03-10,199.4
S004,P0047,103,4,18.62,0.1,2025-03-08,74.38000000000001
S001,P0037,148,3,97.89,0.1,2025-03-10,293.57
S003,P0047,117,2,36.12,0.05,2025-03-08,72.19
S002,P0027,121,4,51.14,0.0,2025-03-10,204.56
S002,P0020,138,2,46.16,0.0,2025-03-14,92.32
S005,P0033,172,3,31.23,0.0,2025-03-14,93.69
S004,P0028,244,5,75.74,0.05,2025-03-10,378.65
S003,P0046,229,2,16.68,0.0,2025-03-12,33.36
S003,P0049,137,1,54.89,0.0,2025-03-10,54.89
S001,P0011,221,2,17.61,0.15,2025-03-12,35.07
S002,P0027,159,4,78.06,0.1,2025-03-13,312.14
S004,P0029,119,4,11.96,0.1,2025-03-11,47.74
S002,P0033,129,4,26.29,0.05,2025-03-14,105.11
S001,P0013,156,3,25.0,0.0,2025-03-09,75.0
S005,P0011,102,5,57.38,0.05,2025-03-08,286.85
S003,P0007,223,4,72.19,0.0,2025-03-14,288.76
S003,P0044,184,3,64.45,0.1,2025-03-14,193.25000000000003
S002,P0042,133,3,48.49,0.0,2025-03-09,145.47
S001,P0044,209,2,59.67,0.05,2025-03-09,119.29
S002,P0045,122,1,3.51,0.2,2025-03-11,3.3099999999999996
S003,P0050,153,2,75.96,0.05,2025-03-10,151.86999999999998
S005,P0016,192,4,3.75,0.0,2025-03-11,15.0
S001,P0018,218,3,9.88,0.1,2025-03-12,29.54
S002,P0035,249,5,51.51,0.0,2025-03-11,257.55
S005,P0034,139,1,21.25,0.25,2025-03-13,21.0
S001,P0037,147,2,9.82,0.2,2025-03-14,19.44
S002,P0047,180,3,9.52,0.05,2025-03-08,28.509999999999998
S001,P0026,174,3,50.32,0.1,2025-03-11,150.86
S003,P0050,243,2,3.88,0.2,2025-03-10,7.56
S003,P0036,157,3,17.94,0.0,2025-03-14,53.82000000000001
S003,P0026,201,2,42.98,0.25,2025-03-10,85.71
S002,P0042,204,4,29.19,0.15,2025-03-08,116.61
S002,P0022,220,3,52.09,0.0,2025-03-09,156.27
S002,P0013,196,3,12.89,0.0,2025-03-13,38.67
S002,P0035,187,2,27.73,0.0,2025-03-13,55.46
S005,P0014,240,4,44.4,0.15,2025-03-08,177.45
S001,P0047,171,2,26.61,0.15,2025-03-10,53.07
S001,P0014,147,4,72.01,0.0,2025-03-08,288.04
S002,P0049,213,2,95.08,0.0,2025-03-09,190.16
S005,P0048,168,3,31.84,0.0,2025-03-12,95.52
S004,P0031,177,2,30.47,0.2,2025-03-11,60.739999999999995
S001,P0018,135,4,74.1,0.05,2025-03-10,296.34999999999997
S002,P0013,244,5,78.6,0.15,2025-03-13,392.85
S005,P0026,228,4,91.51,0.05,2025-03-12,365.99
S005,P0035,179,3,54.19,0.1,2025-03-09,162.47
S002,P0008,160,1,81.06,0.0,2025-03-13,81.06
S005,P0048,176,4,50.25,0.05,2025-03-08,200.95
S005,P0036,173,4,50.71,0.0,2025-03-09,202.84
S004,P0023,188,1,93.84,0.0,2025-03-13,93.84
S001,P0001,173,3,74.85,0.1,2025-03-11,224.45
S001,P0010,131,1,12.17,0.05,2025-03-11,12.12
S003,P0029,209,2,78.7,0.0,2025-03-12,157.4
S004,P0048,138,2,42.68,0.05,2025-03-08,85.31
S001,P0039,109,2,20.14,0.2,2025-03-08,40.08
S004,P0028,213,4,60.89,0.1,2025-03-08,243.46
S002,P0032,198,3,72.59,0.0,2025-03-10,217.77
S005,P0047,156,2,73.61,0.15,2025-03-13,147.07
S001,P0037,177,2,76.71,0.05,2025-03-09,153.36999999999998
S003,P0044,154,5,97.39,0.05,2025-03-09,486.9
S001,P0033,221,3,81.89,0.2,2025-03-14,245.47000000000003
S004,P0028,231,2,31.48,0.0,2025-03-12,62.96
S002,P0007,207,1,24.59,0.0,2025-03-08,24.59
S003,P0046,169,4,28.12,0.05,2025-03-13,112.43
S002,P0045,239,5,65.48,0.0,2025-03-09,327.40000000000003
S003,P0034,114,3,24.72,0.0,2025-03-10,74.16
S002,P0046,194,2,15.32,0.05,2025-03-09,30.59
S001,P0024,221,4,46.34,0.0,2025-03-14,185.36
S004,P0046,247,2,43.84,0.05,2025-03-11,87.63000000000001
S002,P0018,200,3,85.86,0.0,2025-03-10,257.58
S002,P0041,195,4,66.01,0.0,2025-03-11,264.04
S001,P0033,107,2,75.8,0.0,2025-03-09,151.6
S002,P0047,181,3,43.46,0.1,2025-03-12,130.28
S005,P0022,166,3,25.63,0.1,2025-03-14,76.79
S003,P0026,155,3,60.27,0.0,2025-03-08,180.81
S002,P0041,232,5,4.14,0.1,2025-03-14,20.599999999999998
S003,P0021,183,2,1.17,0.0,2025-03-09,2.34
S001,P0015,232,1,88.75,0.1,2025-03-11,88.65
S002,P0018,105,3,91.03,0.05,2025-03-10,273.04
S002,P0047,171,2,1.6,0.1,2025-03-13,3.1
S001,P0048,241,5,15.97,0.25,2025-03-12,79.60000000000001
S003,P0037,114,2,57.56,0.0,2025-03-09,115.12
S003,P0025,147,2,98.83,0.05,2025-03-11,197.60999999999999
S004,P0001,224,2,60.75,0.0,2025-03-08,121.5
S005,P0035,239,2,94.44,0.15,2025-03-10,188.73
S003,P0030,127,3,75.82,0.0,2025-03-10,227.45999999999998
S001,P0041,121,4,59.19,0.0,2025-03-08,236.76
S004,P0023,172,3,41.76,0.0,2025-03-13,125.28
S005,P0033,153,3,25.47,0.1,2025-03-11,76.31
S002,P0018,203,4,82.9,0.05,2025-03-12,331.55
S002,P0010,150,3,13.51,0.0,2025-03-12,40.53
S001,P0032,191,2,81.09,0.1,2025-03-08,162.08
S004,P0042,225,2,83.48,0.1,2025-03-10,166.86
S002,P0023,127,3,65.38,0.1,2025-03-12,196.04
S002,P0038,235,1,80.58,0.1,2025-03-10,80.48
S001,P0043,115,2,74.02,0.2,2025-03-08,147.84
S002,P0025,224,3,96.24,0.05,2025-03-14,288.66999999999996
S002,P0049,197,3,87.44,0.0,2025-03-08,262.32
S003,P0011,223,1,6.4,0.1,2025-03-14,6.300000000000001
S005,P0031,116,3,80.4,0.0,2025-03-10,241.20000000000002
S002,P0043,244,4,77.65,0.15,2025-03-11,310.45000000000005
S003,P0040,104,1,83.8,0.15,2025-03-09,83.64999999999999
S001,P0041,213,3,96.23,0.05,2025-03-11,288.64
S004,P0019,103,4,18.59,0.0,2025-03-09,74.36
S002,P0044,150,3,36.22,0.0,2025-03-12,108.66
S002,P0010,145,3,95.13,0.05,2025-03-09,285.34
S004,P0038,114,5,70.03,0.05,2025-03-14,350.09999999999997
S005,P0017,157,2,10.78,0.05,2025-03-09,21.509999999999998
S003,P0026,189,4,14.5,0.2,2025-03-13,57.8
S005,P0024,217,3,71.86,0.05,2025-03-14,215.52999999999997
S001,P0042,178,2,29.07,0.2,2025-03-09,57.94
S001,P0044,133,3,33.42,0.0,2025-03-13,100.26
S002,P0044,224,3,10.78,0.0,2025-03-11,32.339999999999996
S005,P0044,203,4,7.27,0.0,2025-03-13,29.08
S002,P0018,181,3,61.44,0.0,2025-03-09,184.32
S002,P0028,190,5,81.14,0.0,2025-03-09,405.7
S005,P0004,175,5,38.76,0.0,2025-03-14,193.79999999999998
S001,P0040,197,3,85.94,0.0,2025-03-08,257.82
S003,P0023,178,3,65.11,0.05,2025-03-08,195.27999999999997
S003,P0026,218,3,1282.2102632767546,0.0,2025-03-12,3846.630789830264
S005,P0048,153,2,17.63,0.0,2025-03-10,35.26
S001,P0039,247,4,53.92,0.0,2025-03-08,215.68
S002,P0025,233,4,55.36,0.0,2025-03-13,221.44
S002,P0040,124,2,98.58,0.0,2025-03-12,197.16
S005,P0011,175,5,69.18,0.0,2025-03-08,345.90000000000003
S002,P0029,168,3,83.79,0.05,2025-03-14,251.32
S002,P0039,140,2,18.48,0.0,2025-03-13,36.96
S005,P0010,104,5,66.92,0.0,2025-03-09,334.6
S005,P0044,247,3,88.36,0.05,2025-03-08,265.03
S003,P0006,206,2,28.93,0.0,2025-03-13,57.86
S003,P0038,201,1,45.67,0.05,2025-03-13,45.620000000000005
S002,P0028,230,4,98.0,0.0,2025-03-09,392.0
S003,P0010,123,1,7.26,0.0,2025-03-13,7.26
S001,P0050,218,4,25.29,0.0,2025-03-10,101.16
S004,P0007,150,1,59.87,0.05,2025-03-09,59.82
S004,P0014,219,3,65.55,0.0,2025-03-08,196.64999999999998
S005,P0027,125,3,20.16,0.05,2025-03-11,60.43000000000001
S001,P0043,188,2,89.0,0.05,2025-03-14,177.95
S002,P0013,223,4,28.08,0.15,2025-03-12,112.16999999999999
S002,P0028,250,2,1.31,0.25,2025-03-11,2.37
S005,P0016,229,1,29.77,0.0,2025-03-10,29.77
S005,P0038,232,2,23.05,0.0,2025-03-12,46.1
S001,P0034,181,4,75.64,0.1,2025-03-13,302.46
S001,P0045,217,3,49.46,0.05,2025-03-11,148.32999999999998
S002,P0018,249,1,48.3,0.15,2025-03-12,48.15
S001,P0032,206,2,71.08,0.0,2025-03-12,142.16
S005,P0029,157,1,74.17,0.0,2025-03-10,74.17
S002,P0004,113,2,55.63,0.1,2025-03-10,111.16000000000001
S001,P0016,141,5,26.36,0.05,2025-03-09,131.75
S005,P0043,206,3,32.2,0.1,2025-03-10,96.50000000000001
S005,P0044,207,3,45.23,0.0,2025-03-10,135.69
S001,P0019,157,3,84.67,0.0,2025-03-09,254.01
S002,P0043,154,5,55.42,0.05,2025-03-10,277.05
S001,P0045,123,3,32.12,0.1,2025-03-09,96.25999999999999
S002,P0028,181,4,3.35,0.15,2025-03-09,13.25
S002,P0029,119,1,74.05,0.05,2025-03-11,74.0
S004,P0025,109,3,58.98,0.25,2025-03-13,176.69
S004,P0047,205,1,74.76,0.0,2025-03-08,74.76
S001,P0019,179,3,63.28,0.0,2025-03-11,189.84
S005,P0049,192,2,20.36,0.0,2025-03-14,40.72
S003,P0026,245,2,1239.0883908571068,0.05,2025-03-10,2478.1267817142134
S004,P0042,249,5,74.48,0.1,2025-03-14,372.3
S003,P0028,218,2,60.34,0.0,2025-03-11,120.68
S002,P0047,206,2,38.58,0.1,2025-03-10,77.06
S005,P0038,236,3,40.28,0.0,2025-03-14,120.84
S002,P0049,107,5,36.25,0.0,2025-03-10,181.25
S004,P0049,130,2,26.42,0.15,2025-03-10,52.690000000000005
S001,P0049,104,3,69.11,0.05,2025-03-12,207.27999999999997
S002,P0039,233,2,44.94,0.15,2025-03-08,89.72999999999999
S001,P0044,136,4,53.63,0.15,2025-03-12,214.37
S003,P0039,216,3,80.34,0.05,2025-03-09,240.97
S005,P0010,103,2,61.47,0.1,2025-03-10,122.84
S005,P0025,207,3,72.99,0.15,2025-03-12,218.81999999999996
S001,P0050,179,2,70.81,0.15,2025-03-11,141.47
S004,P0011,146,2,40.76,0.0,2025-03-13,81.52
S002,P0024,231,3,94.62,0.0,2025-03-09,283.86
S004,P0043,138,4,22.39,0.0,2025-03-11,89.56
S002,P0033,118,3,63.94,0.1,2025-03-10,191.72
S002,P0046,194,3,41.31,0.0,2025-03-11,123.93
S004,P0012,224,3,77.58,0.2,2025-03-10,232.54000000000002
S003,P0009,171,3,81.32,0.1,2025-03-10,243.85999999999999
S004,P0017,159,2,84.63,0.1,2025-03-08,169.16
S005,P0022,166,2,51.06,0.2,2025-03-13,101.92
S003,P0022,242,3,90.17,0.0,2025-03-14,270.51
S003,P0012,244,4,18.76,0.1,2025-03-12,74.94000000000001
S002,P0022,227,3,81.14,0.1,2025-03-12,243.32000000000002
S001,P0042,219,3,90.7,0.0,2025-03-11,272.1
S004,P0023,144,3,76.32,0.15,2025-03-11,228.80999999999997
S001,P0008,204,2,54.3,0.0,2025-03-14,108.6
S004,P0037,123,1,38.86,0.2,2025-03-12,38.66
S003,P0022,143,1,5.0,0.05,2025-03-13,4.95
S002,P0048,235,2,74.31,0.0,2025-03-08,148.62
S003,P0002,126,4,86.28,0.05,2025-03-08,345.07
S004,P0001,163,5,80.53,0.05,2025-03-14,402.59999999999997
S003,P0048,113,2,99.32,0.2,2025-03-09,198.44
S001,P0037,146,4,36.1,0.0,2025-03-14,144.4
S005,P0041,209,2,76.17,0.1,2025-03-11,152.24
S004,P0049,238,2,9.28,0.25,2025-03-09,18.31
S001,P0009,179,3,1.85,0.0,2025-03-10,5.550000000000001
S004,P0034,244,3,13.94,0.0,2025-03-14,41.82
S004,P0035,241,3,1.35,0.0,2025-03-11,4.050000000000001
S002,P0025,115,2,98.38,0.0,2025-03-13,196.76
S001,P0028,179,3,68.26,0.0,2025-03-14,204.78000000000003
S004,P0026,102,3,5.23,0.05,2025-03-14,15.64
S005,P0020,173,2,92.71,0.05,2025-03-08,185.36999999999998
S002,P0039,119,2,27.07,0.0,2025-03-10,54.14
S002,P0001,229,3,19.03,0.2,2025-03-09,56.89
S004,P0035,119,5,46.95,0.0,2025-03-10,234.75
S002,P0048,183,3,32.94,0.2,2025-03-11,98.61999999999999
S002,P0043,173,5,39.57,0.15,2025-03-14,197.7
S002,P0029,136,3,83.89,0.05,2025-03-08,251.62
S002,P0005,239,2,43.9,0.05,2025-03-13,87.75
S003,P0014,109,4,78.6,0.0,2025-03-13,314.4
S001,P0028,106,3,50.43,0.05,2025-03-12,151.23999999999998
S002,P0029,159,2,10.85,0.0,2025-03-08,21.7
S004,P0022,184,2,31.4,0.25,2025-03-13,62.55
S005,P0015,138,3,90.4,0.1,2025-03-12,271.1
S004,P0040,172,1,41.91,0.05,2025-03-08,41.86
S003,P0035,154,4,64.92,0.15,2025-03-12,259.53000000000003
S002,P0038,112,3,3.05,0.0,2025-03-12,9.149999999999999
S005,P0043,128,3,57.61,0.0,2025-03-14,172.82999999999998
S002,P0044,135,2,37.5,0.05,2025-03-13,74.95
S005,P0025,211,5,95.8,0.05,2025-03-13,478.95
S004,P0050,245,4,18.78,0.0,2025-03-11,75.12
S003,P0018,117,5,14.22,0.15,2025-03-11,70.95
S003,P0042,124,1,30.39,0.0,2025-03-09,30.39
S002,P0017,249,3,23.5,0.0,2025-03-09,70.5
S004,P0030,169,3,93.9,0.0,2025-03-13,281.70000000000005
S002,P0024,197,5,33.15,0.0,2025-03-11,165.75
S001,P0041,109,3,99.73,0.05,2025-03-14,299.14
S002,P0019,190,5,69.59,0.05,2025-03-13,347.90000000000003
S003,P0025,115,2,43.63,0.05,2025-03-10,87.21000000000001
S005,P0018,163,4,79.05,0.15,2025-03-08,316.05
S002,P0003,107,4,85.7,0.0,2025-03-10,342.8
S005,P0007,114,2,11.16,0.0,2025-03-13,22.32
S002,P0021,186,2,46.98,0.05,2025-03-08,93.91
S003,P0044,168,3,21.93,0.05,2025-03-12,65.74
S001,P0011,223,2,78.49,0.15,2025-03-13,156.82999999999998
S002,P0044,238,4,99.4,0.0,2025-03-14,397.6
S001,P0027,247,3,25.01,0.05,2025-03-14,74.98
S005,P0036,180,4,24.0,0.15,2025-03-08,95.85
S001,P0035,182,4,34.22,0.0,2025-03-11,136.88
S002,P0045,167,2,6.2,0.0,2025-03-11,12.4
S005,P0039,104,2,74.07,0.1,2025-03-13,148.04
S001,P0001,170,3,60.24,0.0,2025-03-12,180.72
S002,P0021,184,1,61.8,0.1,2025-03-10,61.699999999999996
S003,P0039,213,2,25.05,0.05,2025-03-11,50.050000000000004
S005,P0046,108,2,12.64,0.15,2025-03-10,25.130000000000003
S001,P0032,231,2,6.31,0.2,2025-03-10,12.42
S002,P0030,153,1,74.22,0.15,2025-03-12,74.07
S003,P0050,218,2,35.4,0.0,2025-03-13,70.8
S003,P0022,142,2,45.16,0.0,2025-03-10,90.32
S005,P0016,158,2,37.99,0.0,2025-03-13,75.98
S005,P0034,120,2,97.3,0.15,2025-03-12,194.45
S003,P0027,250,4,15.34,0.0,2025-03-13,61.36
S003,P0003,178,3,5.29,0.0,2025-03-08,15.870000000000001
S005,P0030,146,2,37.45,0.0,2025-03-14,74.9
S001,P0045,198,2,81.87,0.1,2025-03-11,163.64000000000001
S001,P0026,191,4,24.81,0.0,2025-03-12,99.24
S002,P0016,177,4,86.86,0.0,2025-03-12,347.44
S003,P0018,195,3,71.85,0.2,2025-03-10,215.35
S001,P0049,109,1,57.57,0.2,2025-03-12,57.37
S005,P0042,211,2,8.53,0.0,2025-03-10,17.06
S002,P0031,192,1,8.33,0.0,2025-03-14,8.33
S004,P0018,192,3,3.5,0.0,2025-03-09,10.5
S003,P0022,212,3,18.93,0.0,2025-03-08,56.79
S002,P0004,228,1,99.86,0.0,2025-03-14,99.86
S003,P0009,208,3,67.11,0.05,2025-03-11,201.27999999999997
S002,P0043,180,4,36.87,0.05,2025-03-14,147.42999999999998
S001,P0013,101,2,38.18,0.25,2025-03-12,76.11
S003,P0040,192,3,18.16,0.2,2025-03-12,54.28
S001,P0040,204,3,36.64,0.05,2025-03-12,109.87
S001,P0044,205,3,35.42,0.0,2025-03-09,106.26
S002,P0017,179,2,53.56,0.0,2025-03-12,107.12
S005,P0030,188,4,90.95,0.0,2025-03-12,363.8
S002,P0027,179,2,77.76,0.0,2025-03-09,155.52
S005,P0038,185,4,39.4,0.0,2025-03-10,157.6
S005,P0034,117,4,64.69,0.0,2025-03-11,258.76
S005,P0024,194,5,98.04,0.15,2025-03-12,490.05000000000007
S002,P0014,140,4,11.99,0.0,2025-03-08,47.96
S005,P0009,115,1,1985.2146891410907,0.0,2025-03-13,1985.2146891410907
S001,P0023,202,2,66.08,0.0,2025-03-13,132.16
S005,P0004,135,3,68.42,0.0,2025-03-10,205.26
S001,P0050,183,5,1221.0485449028592,0.1,2025-03-08,6105.142724514296
S005,P0044,109,5,9.39,0.0,2025-03-12,46.95
S001,P0007,181,2,34.28,0.1,2025-03-14,68.46000000000001
S001,P0012,219,5,90.91,0.1,2025-03-09,454.44999999999993
S001,P0031,169,2,56.02,0.1,2025-03-10,111.94000000000001
S004,P0040,202,4,98.98,0.0,2025-03-14,395.92
S002,P0021,190,5,17.37,0.05,2025-03-12,86.80000000000001
S002,P0041,180,3,27.9,0.0,2025-03-13,83.69999999999999
S003,P0039,208,2,30.32,0.1,2025-03-11,60.54
S001,P0022,202,2,73.16,0.0,2025-03-12,146.32
S005,P0049,178,3,17.76,0.2,2025-03-14,53.08
S003,P0006,130,4,2.74,0.0,2025-03-13,10.96
S001,P0042,102,2,48.3,0.0,2025-03-13,96.6
S004,P0042,145,3,32.61,0.05,2025-03-12,97.78
S005,P0012,214,3,80.06,0.05,2025-03-11,240.13
S001,P0002,135,2,81.79,0.0,2025-03-14,163.58
S004,P0013,105,1,11.22,0.1,2025-03-10,11.120000000000001
S005,P0015,147,2,41.6,0.2,2025-03-10,83.0
S001,P0041,187,3,23.83,0.1,2025-03-12,71.39
S004,P0028,172,4,99.05,0.0,2025-03-09,396.2
S001,P0049,169,2,20.99,0.05,2025-03-09,41.93
S003,P0026,158,5,56.99,0.0,2025-03-09,284.95
S003,P0024,227,2,77.53,0.05,2025-03-12,155.01
S003,P0027,206,2,69.94,0.1,2025-03-11,139.78
S002,P0029,193,5,85.52,0.15,2025-03-12,427.45
S005,P0029,153,5,62.87,0.05,2025-03-13,314.29999999999995
S001,P0046,180,1,40.08,0.05,2025-03-09,40.03
S004,P0042,195,5,54.8,0.05,2025-03-13,273.95
S001,P0048,179,3,92.22,0.0,2025-03-09,276.65999999999997
S005,P0044,112,5,58.54,0.0,2025-03-12,292.7
S003,P0033,219,3,9.61,0.0,2025-03-10,28.83
S001,P0012,113,2,96.19,0.05,2025-03-08,192.32999999999998
S001,P0049,138,5,31.36,0.1,2025-03-10,156.70000000000002
S001,P0044,235,3,39.7,0.2,2025-03-10,118.9
S005,P0018,190,3,39.91,0.0,2025-03-09,119.72999999999999
S002,P0035,203,4,61.63,0.0,2025-03-12,246.52
S001,P0033,185,4,94.91,0.1,2025-03-14,379.53999999999996
S001,P0043,193,3,79.36,0.05,2025-03-14,238.02999999999997
S005,P0009,117,1,65.81,0.1,2025-03-13,65.71000000000001
S002,P0003,114,2,30.46,0.0,2025-03-12,60.92
S004,P0045,222,3,23.1,0.1,2025-03-09,69.20000000000002
S005,P0028,120,2,51.9,0.1,2025-03-08,103.7
S004,P0018,227,1,62.7,0.0,2025-03-11,62.7
S001,P0035,240,2,53.41,0.15,2025-03-12,106.66999999999999
S005,P0044,227,3,23.7,0.0,2025-03-11,71.1
S002,P0028,211,4,93.96,0.05,2025-03-12,375.78999999999996
S001,P0017,242,1,5.6,0.0,2025-03-13,5.6
S001,P0013,114,1,52.38,0.0,2025-03-08,52.38
S003,P0025,137,2,40.81,0.0,2025-03-11,81.62
S002,P0036,211,3,8.65,0.0,2025-03-14,25.950000000000003
S003,P0031,121,1,89.89,0.0,2025-03-11,89.89
S004,P0013,247,4,13.77,0.1,2025-03-08,54.98
S005,P0046,234,3,74.78,0.05,2025-03-14,224.29
S005,P0012,105,2,13.84,0.0,2025-03-08,27.68
S001,P0032,132,3,49.9,0.05,2025-03-08,149.64999999999998
S002,P0039,173,3,12.8,0.15,2025-03-10,38.25000000000001
S003,P0005,135,4,62.46,0.15,2025-03-13,249.69
S001,P0015,219,2,1492.4842905153116,0.0,2025-03-12,2984.968581030623
S002,P0033,227,3,98.35,0.0,2025-03-09,295.04999999999995
S004,P0002,211,2,81.47,0.05,2025-03-08,162.89
S001,P0032,249,2,21.35,0.05,2025-03-13,42.650000000000006
S001,P0021,135,3,91.86,0.05,2025-03-11,275.53
S005,P0003,156,3,48.76,0.15,2025-03-12,146.13
S001,P0021,120,2,43.93,0.15,2025-03-09,87.71
S004,P0001,216,1,75.61,0.0,2025-03-11,75.61
S005,P0043,131,4,59.6,0.05,2025-03-12,238.35
S003,P0020,115,4,24.83,0.05,2025-03-08,99.27
S003,P0048,205,2,18.97,0.05,2025-03-12,37.89
S003,P0041,147,2,15.38,0.05,2025-03-13,30.71
S004,P0030,111,2,88.2,0.15,2025-03-09,176.25
S002,P0010,114,5,96.19,0.0,2025-03-14,480.95
S002,P0029,129,3,30.3,0.0,2025-03-11,90.9
S003,P0049,171,2,33.08,0.05,2025-03-11,66.11
S002,P0037,237,2,8.4,0.0,2025-03-09,16.8
S003,P0042,127,3,81.56,0.05,2025-03-11,244.63
S003,P0034,106,3,86.34,0.1,2025-03-08,258.91999999999996
S003,P0043,201,2,64.46,0.25,2025-03-13,128.67
S001,P0029,215,4,1458.785492316627,0.15,2025-03-09,5834.991969266508
S005,P0023,237,1,78.2,0.05,2025-03-10,78.15
S002,P0041,107,2,78.27,0.2,2025-03-14,156.34
S002,P0024,130,4,70.36,0.1,2025-03-13,281.34
S002,P0016,143,2,89.38,0.05,2025-03-09,178.70999999999998
S003,P0047,169,2,8.33,0.1,2025-03-13,16.56
S002,P0034,196,3,66.79,0.05,2025-03-08,200.32
S001,P0034,218,4,90.31,0.05,2025-03-11,361.19
S003,P0032,123,4,79.06,0.1,2025-03-09,316.14
S002,P0019,226,2,39.77,0.0,2025-03-08,79.54
S005,P0028,189,1,37.02,0.1,2025-03-09,36.92
S002,P0030,134,3,63.14,0.15,2025-03-11,189.27
S003,P0038,103,3,40.91,0.0,2025-03-08,122.72999999999999
S001,P0034,102,2,61.77,0.15,2025-03-08,123.39
S002,P0040,131,2,1611.3287997443497,0.0,2025-03-12,3222.6575994886994
S004,P0031,194,4,70.63,0.0,2025-03-11,282.52
S005,P0024,157,2,90.13,0.1,2025-03-08,180.16
S005,P0031,103,4,63.96,0.15,2025-03-08,255.69
S001,P0050,161,4,76.21,0.0,2025-03-08,304.84
S002,P0002,110,3,67.11,0.0,2025-03-09,201.32999999999998
S004,P0011,114,5,31.3,0.0,2025-03-09,156.5
S005,P0036,154,3,69.48,0.05,2025-03-09,208.39
S002,P0002,241,3,10.5,0.2,2025-03-10,31.3
S004,P0010,194,1,43.66,0.15,2025-03-10,43.51
S002,P0011,169,1,60.8,0.2,2025-03-10,60.599999999999994
S005,P0033,222,2,45.68,0.2,2025-03-09,91.16
S004,P0044,165,4,7.15,0.05,2025-03-09,28.55
S002,P0026,136,5,72.2,0.05,2025-03-09,360.95
S003,P0046,106,1,52.25,0.0,2025-03-12,52.25
S005,P0037,239,3,16.09,0.1,2025-03-13,48.169999999999995
S003,P0015,235,3,61.77,0.25,2025-03-11,185.06
S002,P0050,195,5,50.16,0.0,2025-03-14,250.79999999999998
S005,P0025,215,1,1715.0437413799218,0.0,2025-03-12,1715.0437413799218
S001,P0033,209,2,71.21,0.0,2025-03-08,142.42
S001,P0005,163,5,16.24,0.15,2025-03-14,81.04999999999998
S005,P0037,191,2,62.53,0.05,2025-03-14,125.01
S002,P0045,244,1,77.76,0.0,2025-03-11,77.76
S001,P0042,145,2,52.27,0.0,2025-03-13,104.54
S001,P0048,174,4,23.56,0.05,2025-03-12,94.19
S004,P0034,207,2,69.93,0.0,2025-03-08,139.86
S003,P0008,133,2,48.7,0.0,2025-03-14,97.4
S005,P0046,240,1,89.86,0.15,2025-03-11,89.71
S003,P0036,138,1,76.22,0.0,2025-03-11,76.22
S002,P0017,210,1,53.43,0.2,2025-03-11,53.23
S002,P0035,116,2,18.52,0.2,2025-03-11,36.839999999999996
S004,P0024,200,2,2.02,0.15,2025-03-14,3.89
S004,P0042,106,1,29.22,0.0,2025-03-10,29.22
S005,P0044,221,3,1880.6939755880232,0.0,2025-03-14,5642.08192676407
S005,P0042,209,4,50.13,0.1,2025-03-09,200.42000000000002
S005,P0005,145,2,94.95,0.05,2025-03-09,189.85
S002,P0019,136,1,37.32,0.1,2025-03-13,37.22
S002,P0005,196,2,46.95,0.0,2025-03-12,93.9
S002,P0049,197,2,3.99,0.05,2025-03-12,7.930000000000001
S004,P0014,123,3,13.79,0.0,2025-03-10,41.37
S003,P0042,179,3,98.48,0.05,2025-03-10,295.39
S002,P0029,126,2,53.99,0.05,2025-03-09,107.93
S001,P0025,108,3,43.53,0.05,2025-03-11,130.54
S004,P0045,150,3,32.29,0.05,2025-03-08,96.82000000000001
S001,P0034,102,2,46.25,0.15,2025-03-11,92.35
S002,P0034,181,3,37.43,0.15,2025-03-11,112.13999999999999
S001,P0022,103,2,55.9,0.05,2025-03-09,111.75
S005,P0040,132,5,35.88,0.0,2025-03-09,179.4
S003,P0028,112,1,1.2,0.1,2025-03-11,1.0999999999999999
S004,P0030,249,3,39.21,0.15,2025-03-09,117.47999999999999
